Item type,Authors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Free_access OR gated?,Publisher,Date published,ISSN,ISSN (alt.),URLs,DOI,PMID,Arxiv ID,PMC ID,Copyright,Affiliation,Sub-type,Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Weymann L,Shuvaev A,Pimenov A,Mukhin AA,Szaller D",Magnetic equivalent of electric superradiance in yttrium-iron-garnet films,Communications Physics,Communications Physics,2021,4,1,01-Jul,free_access,Nature Publishing Group,13/05/2021,2399-3650,2399-3650,https://www.nature.com/articles/s42005-021-00593-5;https://www.nature.com/articles/s42005-021-00593-5.pdf;http://dx.doi.org/10.1038/s42005-021-00593-5,10.1038/s42005-021-00593-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Goudswaard LJ,Bell JA,Hughes DA,Corbin LJ,Walter K,Davey Smith G,Soranzo N,Danesh J,Di Angelantonio E,Ouwehand WH,Watkins NA,Roberts DJ,Butterworth AS,Hers I,Timpson NJ",Effects of adiposity on the human plasma proteome: observational and Mendelian randomisation estimates,Int. J. Obes. ,International journal of obesity ,2021,,,,free_access,Nature Publishing Group,05/07/2021,0307-0565,1476-5497,http://dx.doi.org/10.1038/s41366-021-00896-1;https://www.ncbi.nlm.nih.gov/pubmed/34226637;https://doi.org/10.1038/s41366-021-00896-1;https://www.nature.com/articles/s41366-021-00896-1,10.1038/s41366-021-00896-1,34226637,,,,"Medical Research Council (MRC) Integrative Epidemiology Unit at the University of Bristol, Bristol, UK. lg14289@bristol.ac.uk. Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, UK. lg14289@bristol.ac.uk. School of Physiology, Pharmacology and Neuroscience, University of Bristol, Bristol, UK. lg14289@bristol.ac.uk. Bristol Heart Institute, Bristol, UK. lg14289@bristol.ac.uk. Medical Research Council (MRC) Integrative Epidemiology Unit at the University of Bristol, Bristol, UK. Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, UK. Wellcome Sanger Institute, Hinxton, UK. Department of Haematology, School of Clinical Medicine, University of Cambridge, Cambridge, UK. NIHR Blood and Transplant Research Unit in Donor Health and Genomics, Department of Public Health and Primary Care, University of Cambridge, Cambridge, UK. MRC/BHF Cardiovascular Epidemiology Unit, Department of Public Health and Primary Care, University of Cambridge, Cambridge, UK. British Heart Foundation Centre of Research Excellence, University of Cambridge, Cambridge, UK. NIHR Cambridge Biomedical Research Centre, University of Cambridge and Cambridge University Hospitals, Cambridge, UK. Health Data Research UK Cambridge, Wellcome Genome Campus and University of Cambridge, Cambridge, UK. NHS Blood and Transplant, Cambridge Biomedical Campus, Cambridge, UK. NHS Blood and Transplant-Oxford Centre, Level 2, John Radcliffe Hospital, Oxford, UK. Radcliffe Department of Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK. School of Physiology, Pharmacology and Neuroscience, University of Bristol, Bristol, UK. Bristol Heart Institute, Bristol, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Milaneschi Y,Kappelmann N,Ye Z,Lamers F,Moser S,Jones PB,Burgess S,Penninx BWJH,Khandaker GM",Association of inflammation with depression and anxiety: evidence for symptom-specificity and potential causality from UK Biobank and NESDA cohorts,Mol. Psychiatry,Molecular psychiatry,2021,,,,free_access,Nature Publishing Group,16/06/2021,1359-4184,1476-5578,http://dx.doi.org/10.1038/s41380-021-01188-w;https://www.ncbi.nlm.nih.gov/pubmed/34135474;https://doi.org/10.1038/s41380-021-01188-w;https://www.nature.com/articles/s41380-021-01188-w,10.1038/s41380-021-01188-w,34135474,,,,"Department of Psychiatry, Amsterdam Public Health and Amsterdam Neuroscience, Amsterdam UMC/Vrije Universiteit, Amsterdam, The Netherlands. y.milaneschi@ggzingeest.nl. Department of Research in Translational Psychiatry, Max-Planck-Institute of Psychiatry, Munich, Germany. International Max Planck Research School for Translational Psychiatry (IMPRS-TP), Munich, Germany. Department of Psychiatry, University of Cambridge, Cambridge, England. Department of Psychiatry, Amsterdam Public Health and Amsterdam Neuroscience, Amsterdam UMC/Vrije Universiteit, Amsterdam, The Netherlands. Cambridgeshire and Peterborough NHS Foundation Trust, Cambridge, England. MRC Biostatistics Unit, University of Cambridge, Cambridge, England. Cardiovascular Epidemiology Unit, Department of Public Health and Primary Care, University of Cambridge, Cambridge, England. MRC Integrative Epidemiology Unit, Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, England. Centre for Academic Mental Health, Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, England.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Adetifa IMO,Uyoga S,Gitonga JN,Mugo D,Otiende M,Nyagwange J,Karanja HK,Tuju J,Wanjiku P,Aman R,Mwangangi M,Amoth P,Kasera K,Ng'ang'a W,Rombo C,Yegon C,Kithi K,Odhiambo E,Rotich T,Orgut I,Kihara S,Bottomley C,Kagucia EW,Gallagher KE,Etyang A,Voller S,Lambe T,Wright D,Barasa E,Tsofa B,Bejon P,Ochola-Oyier LI,Agweyu A,Scott JAG,Warimwe GM",Temporal trends of SARS-CoV-2 seroprevalence during the first wave of the COVID-19 epidemic in Kenya,Nat. Commun.,Nature communications,2021,12,1,3966,free_access,Nature Publishing Group,25/06/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-24062-3;https://www.ncbi.nlm.nih.gov/pubmed/34172732;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8233334;https://doi.org/10.1038/s41467-021-24062-3;https://www.nature.com/articles/s41467-021-24062-3,10.1038/s41467-021-24062-3,34172732,,PMC8233334,,"KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya. IAdetifa@kemri-wellcome.org. Department of Infectious Diseases Epidemiology, London School of Hygiene and Tropical Medicine, Keppel Street, London, United Kingdom. IAdetifa@kemri-wellcome.org. KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya. SUyoga@kemri-wellcome.org. KEMRI-Wellcome Trust Research Programme, Kilifi, Kenya. Ministry of Health, Government of Kenya, Nairobi, Kenya. Presidential Policy & Strategy Unit, The Presidency, Government of Kenya, Nairobi, Kenya. Kenya National Blood Transfusion Services, Ministry of Health, Nairobi, Kenya. Department of Infectious Diseases Epidemiology, London School of Hygiene and Tropical Medicine, Keppel Street, London, United Kingdom. Nuffield Department of Medicine, Oxford University, Oxford, United Kingdom.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Beaumont M,Jusner P,Gierlinger N,King AWT,Potthast A,Rojas OJ,Rosenau T",Unique reactivity of nanoporous cellulosic materials mediated by surface-confined water,Nat. Commun.,Nature communications,2021,12,1,2513,free_access,Nature Publishing Group,04/05/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-22682-3;https://www.ncbi.nlm.nih.gov/pubmed/33947852;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8097012;https://doi.org/10.1038/s41467-021-22682-3;https://www.nature.com/articles/s41467-021-22682-3,10.1038/s41467-021-22682-3,33947852,,PMC8097012,,"Department of Chemistry, Institute of Chemistry for Renewable Resources, University of Natural Resources and Life Sciences Vienna (BOKU), Tulln, Austria. marcobeaumont1@gmail.com. Department of Bioproducts and Biosystems, School of Chemical Engineering, Aalto University, Aalto, Finland. marcobeaumont1@gmail.com. Department of Chemistry, Institute of Chemistry for Renewable Resources, University of Natural Resources and Life Sciences Vienna (BOKU), Tulln, Austria. Institute for Biophysics, Department of Nanobiotechnology, University of Natural Resources and Life Sciences, Vienna, Austria. Materials Chemistry Division, Department of Chemistry, University of Helsinki, Helsinki, Finland. Department of Bioproducts and Biosystems, School of Chemical Engineering, Aalto University, Aalto, Finland. Bioproducts Institute, Departments of Chemical and Biological Engineering, Chemistry and Wood Science, University of British Columbia, Vancouver, BC, Canada. Department of Chemistry, Institute of Chemistry for Renewable Resources, University of Natural Resources and Life Sciences Vienna (BOKU), Tulln, Austria. thomas.rosenau@boku.ac.at. Johan Gadolin Process Chemistry Centre, Åbo Akademi University, Turku, Finland. thomas.rosenau@boku.ac.at.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Buang N,Tapeng L,Gray V,Sardini A,Whilding C,Lightstone L,Cairns TD,Pickering MC,Behmoaras J,Ling GS,Botto M",Type I interferons affect the metabolic fitness of CD8+ T cells from patients with systemic lupus erythematosus,Nat. Commun.,Nature communications,2021,12,1,1980,free_access,Nature Publishing Group,31/03/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-22312-y;https://www.ncbi.nlm.nih.gov/pubmed/33790300;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8012390;https://doi.org/10.1038/s41467-021-22312-y;https://www.nature.com/articles/s41467-021-22312-y?elqTrackId=9c006a9658314eb5b92a319e41bd28cd,10.1038/s41467-021-22312-y,33790300,,PMC8012390,,"Department of Immunology and Inflammation, Centre for Inflammatory Disease, Imperial College London, London, UK. MRC London Institute of Medical Sciences, Imperial College London, London, UK. Imperial Lupus Centre, Imperial College Healthcare NHS Trust, London, UK. Department of Immunology and Inflammation, Centre for Inflammatory Disease, Imperial College London, London, UK. gsling@hku.hk. School of Biomedical Sciences, LKS Faculty of Medicine, The University of Hong Kong, Hong Kong, China. gsling@hku.hk. Department of Immunology and Inflammation, Centre for Inflammatory Disease, Imperial College London, London, UK. m.botto@imperial.ac.uk. Imperial Lupus Centre, Imperial College Healthcare NHS Trust, London, UK. m.botto@imperial.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Farmer DT,Mlcochova H,Zhou Y,Koelling N,Wang G,Ashley N,Bugacov H,Chen HJ,Parvez R,Tseng KC,Merrill AE,Maxson Jr RE,Wilkie AOM,Crump JG,Twigg SRF",The developing mouse coronal suture at single-cell resolution,Nat. Commun.,Nature communications,2021,12,1,4797,free_access,Nature Publishing Group,10/08/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-24917-9;https://www.ncbi.nlm.nih.gov/pubmed/34376651;https://doi.org/10.1038/s41467-021-24917-9;https://www.nature.com/articles/s41467-021-24917-9,10.1038/s41467-021-24917-9,34376651,,,,"Department of Stem Cell Biology and Regenerative Medicine, Keck School of Medicine, University of Southern California, Los Angeles, USA. Clinical Genetics Group, MRC Weatherall Institute of Molecular Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK. MRC Molecular Haematology Unit, MRC Weatherall Institute of Molecular Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK. MRC WIMM Centre for Computational Biology, MRC Weatherall Institute of Molecular Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK. Single cell facility, MRC Weatherall Institute of Molecular Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK. Center for Craniofacial Molecular Biology, Ostrow School of Dentistry, University of Southern California, Los Angeles, USA. Department of Biochemistry, Keck School of Medicine, University of Southern California, Los Angeles, USA. Department of Stem Cell Biology and Regenerative Medicine, Keck School of Medicine, University of Southern California, Los Angeles, USA. gcrump@usc.edu. Clinical Genetics Group, MRC Weatherall Institute of Molecular Medicine, University of Oxford, John Radcliffe Hospital, Oxford, UK. stephen.twigg@imm.ox.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Gormley M,Dudding T,Sanderson E,Martin RM,Thomas S,Tyrrell J,Ness AR,Brennan P,Munafò M,Pring M,Boccia S,Olshan AF,Diergaarde B,Hung RJ,Liu G,Davey Smith G,Richmond RC",A multivariable Mendelian randomization analysis investigating smoking and alcohol consumption in oral and oropharyngeal cancer,Nat. Commun.,Nature communications,2020,11,1,6071,free_access,Nature Publishing Group,27/11/2020,2041-1723,,http://dx.doi.org/10.1038/s41467-020-19822-6;https://www.ncbi.nlm.nih.gov/pubmed/33247085;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7695733;https://doi.org/10.1038/s41467-020-19822-6;https://www.nature.com/articles/s41467-020-19822-6,10.1038/s41467-020-19822-6,33247085,,PMC7695733,,"MRC Integrative Epidemiology Unit, Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, BS8 1TL, UK. mark.gormley@bristol.ac.uk. Bristol Dental Hospital and School, University of Bristol, Bristol, BS1 2LY, UK. mark.gormley@bristol.ac.uk. Department of Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, BS8 1TL, UK. mark.gormley@bristol.ac.uk. MRC Integrative Epidemiology Unit, Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, BS8 1TL, UK. Bristol Dental Hospital and School, University of Bristol, Bristol, BS1 2LY, UK. Department of Population Health Sciences, Bristol Medical School, University of Bristol, Bristol, BS8 1TL, UK. University Hospitals Bristol and Weston NHS Foundation Trust National Institute for Health Research Bristol Biomedical Research Centre, University of Bristol, Bristol, BS1 3NU, UK. RD&E Hospital, University of Exeter Medical School, RILD Building, Exeter, UK. Genetic Epidemiology Group, World Health Organization, International Agency for Research on Cancer, Lyon, France. School of Psychological Science, Faculty of Life Sciences, University of Bristol, Bristol, BS8 1TL, UK. Section of Hygiene, University Department of Life Sciences and Public Health, Università Cattolica del Sacro Cuore, Roma, Italia. Department of Woman and Child Health and Public Health-Public Health Area, Fondazione Policlinico Universitario A. Gemelli IRCCS, Roma, Italy. Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina, Chapel Hill, NC, 27599, USA. Department of Human Genetics, Graduate School of Public Health, University of Pittsburgh, and UPMC Hillman Cancer Center, Pittsburgh, PA, 15260, USA. Prosserman Centre for Population Health Research, Lunenfeld-Tanenbaum Research Institute, Sinai Health System, Toronto, Canada. Dalla Lana School of Public Health, University of Toronto, Toronto, Canada. Princess Margaret Cancer Centre, Toronto, Canada.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Hampshire A,Hellyer PJ,Soreq E,Mehta MA,Ioannidis K,Trender W,Grant JE,Chamberlain SR","Associations between dimensions of behaviour, personality traits, and mental-health during the COVID-19 pandemic in the United Kingdom",Nat. Commun.,Nature communications,2021,12,1,4111,free_access,Nature Publishing Group,16/07/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-24365-5;https://www.ncbi.nlm.nih.gov/pubmed/34272365;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8285408;https://doi.org/10.1038/s41467-021-24365-5;https://www.nature.com/articles/s41467-021-24365-5,10.1038/s41467-021-24365-5,34272365,,PMC8285408,,"Imperial College London, London, UK. a.hampshire@imperial.ac.uk. Imperial College London, London, UK. King's College London, London, UK. Cambridgeshire and Peterborough NHS Foundation Trust, Cambridge, UK. Department of Psychiatry, University of Cambridge, Cambridge, UK. Department of Psychiatry, University of Chicago, Chicago, IL, USA. Department of Psychiatry, University of Southampton, Southampton, UK. Southern Health NHS Foundation Trust, Southampton, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Mayes-Hopfinger L,Enache A,Xie J,Huang CL,Köchl R,Tybulewicz VLJ,Fernandes-Alnemri T,Alnemri ES",Chloride sensing by WNK1 regulates NLRP3 inflammasome activation and pyroptosis,Nat. Commun.,Nature communications,2021,12,1,4546,free_access,Nature Publishing Group,27/07/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-24784-4;https://www.ncbi.nlm.nih.gov/pubmed/34315884;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8316491;https://doi.org/10.1038/s41467-021-24784-4;https://www.nature.com/articles/s41467-021-24784-4,10.1038/s41467-021-24784-4,34315884,,PMC8316491,,"Department of Biochemistry and Molecular Biology, Thomas Jefferson University, Philadelphia, PA, USA. Department of Medicine, Division of Nephrology, University of Iowa Carver College of Medicine, Iowa City, IA, USA. The Francis Crick Institute, London, UK. Kings College London, London, UK. Imperial College, London, UK. Department of Biochemistry and Molecular Biology, Thomas Jefferson University, Philadelphia, PA, USA. emad.alnemri@jefferson.edu. Sidney Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, PA, USA. emad.alnemri@jefferson.edu.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Sweeney BA,Hoksza D,Nawrocki EP,Ribas CE,Madeira F,Cannone JJ,Gutell R,Maddala A,Meade CD,Williams LD,Petrov AS,Chan PP,Lowe TM,Finn RD,Petrov AI",R2DT is a framework for predicting and visualising RNA secondary structure using templates,Nat. Commun.,Nature communications,2021,12,1,3494,free_access,Nature Publishing Group,09/06/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-23555-5;https://www.ncbi.nlm.nih.gov/pubmed/34108470;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8190129;https://doi.org/10.1038/s41467-021-23555-5;https://www.nature.com/articles/s41467-021-23555-5,10.1038/s41467-021-23555-5,34108470,,PMC8190129,,"European Molecular Biology Laboratory, European Bioinformatics Institute, Cambridge, UK. Department of Software Engineering, Faculty of Mathematics and Physics, Charles University, Prague, Czech Republic. National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD, USA. Department of Integrative Biology, The University of Texas at Austin, Austin, TX, USA. School of Chemistry and Biochemistry, Center for the Origins of Life, Georgia Institute of Technology, Atlanta, GA, USA. Department of Biomolecular Engineering, University of California Santa Cruz, Santa Cruz, CA, USA. European Molecular Biology Laboratory, European Bioinformatics Institute, Cambridge, UK. apetrov@ebi.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Thomas S,Tyrrell J,Ness AR,Brennan P,Munafò M,Pring M,Boccia S,Olshan10 AF,Diergaarde11 B,Hung RJ,Others",A multivariable Mendelian randomization analysis investigating smoking and alcohol consumption in oral and oropharyngeal cancer,Nat. Commun.,Nature communications,2020,,,,free_access,Nature Publishing Group,27-Nov-20,,,https://doi.org/10.1038/s41467-020-19822-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Trinkaus VA,Riera-Tur I,Martínez-Sánchez A,Bäuerlein FJB,Guo Q,Arzberger T,Baumeister W,Dudanova I,Hipp MS,Hartl FU,Fernández-Busnadiego R",In situ architecture of neuronal α-Synuclein inclusions,Nat. Commun.,Nature communications,2021,12,1,2110,free_access,Nature Publishing Group,14/04/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-22108-0;https://www.ncbi.nlm.nih.gov/pubmed/33854052;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8046968;https://doi.org/10.1038/s41467-021-22108-0;https://www.nature.com/articles/s41467-021-22108-0,10.1038/s41467-021-22108-0,33854052,,PMC8046968,,"Department of Cellular Biochemistry, Max Planck Institute of Biochemistry, Martinsried, Germany. Graduate School of Quantitative Biosciences Munich, Munich, Germany. Munich Cluster for Systems Neurology (SyNergy), Munich, Germany. Molecular Neurodegeneration Group, Max Planck Institute of Neurobiology, Martinsried, Germany. Department of Molecules - Signaling - Development, Max Planck Institute of Neurobiology, Martinsried, Germany. Department of Molecular Structural Biology, Max Planck Institute of Biochemistry, Martinsried, Germany. Institute of Neuropathology, University Medical Center Göttingen, Göttingen, Germany. Cluster of Excellence \Multiscale Bioimaging: from Molecular Machines to Networks of Excitable Cells\"" (MBExC)", Göttingen, Peking University, Beijing, China. Center for Neuropathology and Prion Research, Ludwig-Maximilians-University Munich, Munich, Germany. Department of Psychiatry and Psychotherapy, University Hospital, Ludwig-Maximilians-University Munich, Munich, Germany. Department of Biomedical Sciences of Cells and Systems, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands. School of Medicine and Health Sciences, Carl von Ossietzky University Oldenburg, Oldenburg, Germany. Department of Cellular Biochemistry, Max Planck Institute of Biochemistry, Martinsried, Germany. uhartl@biochem.mpg.de. Munich Cluster for Systems Neurology (SyNergy), Munich, Germany. uhartl@biochem.mpg.de. Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD, USA. uhartl@biochem.mpg.de. Department of Molecular Structural Biology, Max Planck Institute of Biochemistry, Martinsried, Germany. ruben.fernandezbusnadiego@med.uni-goettingen.de. Institute of Neuropathology, University Medical Center Göttingen, Göttingen," Germany. ruben.fernandezbusnadiego@med.uni-goettingen.de. Cluster of Excellence \""Multiscale Bioimaging: from Molecular Machines to Networks of Excitable Cells\"" (MBExC)", University of Göttingen, Göttingen, Germany. ruben.fernandezbusnadiego@med.uni-goettingen.de. Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD," USA. ruben.fernandezbusnadiego@med.uni-goettingen.de.""",en,Research Article,
Journal Article,"Yuste-Checa P,Trinkaus VA,Riera-Tur I,Imamoglu R,Schaller TF,Wang H,Dudanova I,Hipp MS,Bracher A,Hartl FU",The extracellular chaperone Clusterin enhances Tau aggregate seeding in a cellular model,Nat. Commun.,Nature communications,2021,12,1,4863,free_access,Nature Publishing Group,11/08/2021,2041-1723,,http://dx.doi.org/10.1038/s41467-021-25060-1;https://www.ncbi.nlm.nih.gov/pubmed/34381050;https://doi.org/10.1038/s41467-021-25060-1;https://www.nature.com/articles/s41467-021-25060-1,10.1038/s41467-021-25060-1,34381050,,,,"Department of Cellular Biochemistry, Max Planck Institute of Biochemistry, Martinsried, Germany. Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD, USA. Munich Cluster for Systems Neurology (SyNergy), Munich, Germany. Department of Molecules-Signaling-Development, Max Planck Institute of Neurobiology, Martinsried, Germany. Molecular Neurodegeneration Group, Max Planck Institute of Neurobiology, Martinsried, Germany. Institute for Molecular Medicine, University Medical Center of the Johannes Gutenberg-University Mainz, Mainz, Germany. Department of Biomedical Sciences of Cells and Systems, University Medical Center Groningen, University of Groningen, Groningen, The Netherlands. School of Medicine and Health Sciences, Carl von Ossietzky University Oldenburg, Oldenburg, Germany. Department of Cellular Biochemistry, Max Planck Institute of Biochemistry, Martinsried, Germany. uhartl@biochem.mpg.de. Aligning Science Across Parkinson's (ASAP) Collaborative Research Network, Chevy Chase, MD, USA. uhartl@biochem.mpg.de. Munich Cluster for Systems Neurology (SyNergy), Munich, Germany. uhartl@biochem.mpg.de.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Au L,Fendler A,Shepherd STC,Rzeniewicz K,Cerrone M,Byrne F,Carlyle E,Edmonds K,Del Rosario L,Shon J,Haynes WA,Ward B,Shum B,Gordon W,Gerard CL,Xie W,Joharatnam-Hogan N,Young K,Pickering L,Furness AJS,Larkin J,Harvey R,Kassiotis G,Gandhi S,Crick COVID-19 Consortium,Swanton C,Fribbens C,Wilkinson KA,Wilkinson RJ,Lau DK,Banerjee S,Starling N,Chau I,CAPTURE Consortium,Turajlic S",Cytokine release syndrome in a patient with colorectal cancer after vaccination with BNT162b2,Nat. Med.,Nature medicine,2021,,,,free_access,Nature Publishing Group,26/05/2021,1078-8956,1546-170X,http://dx.doi.org/10.1038/s41591-021-01387-6;https://www.ncbi.nlm.nih.gov/pubmed/34040262;https://doi.org/10.1038/s41591-021-01387-6;https://www.nature.com/articles/s41591-021-01387-6,10.1038/s41591-021-01387-6,34040262,,,,"Cancer Dynamics Laboratory, The Francis Crick Institute, London, UK. Skin and Renal Units, The Royal Marsden NHS Foundation Trust, London, UK. Tuberculosis Laboratory, The Francis Crick Institute, London, UK. Department of Infectious Disease, Imperial College London, London, UK. Serimmune, Inc., Goleta, CA, USA. Precision Oncology Center, Lausanne University Hospital (CHUV), Lausanne, Switzerland. Worldwide Influenza Centre, The Francis Crick Institute, London, UK. Retroviral Immunology Laboratory, The Francis Crick Institute, London, UK. Neurodegeneration Biology Laboratory, The Francis Crick Institute, London, UK. UCL Queen Square Institute of Neurology, Queen Square, London, UK. Cancer Evolution and Genome Instability Laboratory, The Francis Crick Institute, London, UK. Acute Oncology Service, The Royal Marsden NHS Foundation Trust, London, UK. Gastrointestinal and Lymphoma Unit, The Royal Marsden NHS Foundation Trust, Sutton, UK. Gynaecology Unit, The Royal Marsden NHS Foundation Trust and Institute of Cancer Research, London, UK. Cancer Dynamics Laboratory, The Francis Crick Institute, London, UK. samra.turajlic@crick.ac.uk. Skin and Renal Units, The Royal Marsden NHS Foundation Trust, London, UK. samra.turajlic@crick.ac.uk.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Gyngell C,Christodoulou J,Savulescu J",Ethically utilising COVID-19 host-genomic data,NPJ Genom Med,NPJ genomic medicine,2021,6,1,31,free_access,Nature Publishing Group,10/05/2021,2056-7944,,http://dx.doi.org/10.1038/s41525-021-00194-9;https://www.ncbi.nlm.nih.gov/pubmed/33972547;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8110518;https://doi.org/10.1038/s41525-021-00194-9;https://www.nature.com/articles/s41525-021-00194-9,10.1038/s41525-021-00194-9,33972547,,PMC8110518,,"Murdoch Children's Research Institute, Melbourne, Australia. christopher.gyngell@mcri.edu.au. Department of Paediatrics, University of Melbourne, Melbourne, Australia. christopher.gyngell@mcri.edu.au. Murdoch Children's Research Institute, Melbourne, Australia. Department of Paediatrics, University of Melbourne, Melbourne, Australia. Faculty of Philosophy, Oxford Uehiro Centre for Practical Ethics, Oxford, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Christopher G,Christodoulou J,Julian S",Ethically utilising COVID-19 host-genomic data,npj Genom. Med.,,2021,6,1,s41525-021,free_access,Nature Publishing Group,2021,,,http://dx.doi.org/10.1038/s41525-021-00194-9;https://search.proquest.com/openview/a2f82fb83d1c9c5837a1d33f5fecf44d/1?pq-origsite=gscholar&cbl=2041923,10.1038/s41525-021-00194-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,"Sud A,Turnbull C,Houlston R",Will polygenic risk scores for cancer ever be clinically useful?,NPJ Precis Oncol,NPJ precision oncology,2021,5,1,40,free_access,Nature Publishing Group,21/05/2021,2397-768X,,http://dx.doi.org/10.1038/s41698-021-00176-1;https://www.ncbi.nlm.nih.gov/pubmed/34021222;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8139954;https://doi.org/10.1038/s41698-021-00176-1;https://www.nature.com/articles/s41698-021-00176-1,10.1038/s41698-021-00176-1,34021222,,PMC8139954,,"Division of Genetics and Epidemiology, The Institute of Cancer Research, London, UK. amit.sud@icr.ac.uk. Division of Genetics and Epidemiology, The Institute of Cancer Research, London, UK.",Research Article,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
